author_id,name,institution,publications,orcid,degree
https://openalex.org/A5019441051,David Rodbard,,2,https://orcid.org/0000-0002-5547-3564,147
https://openalex.org/A5064803964,Steven Russell,Massachusetts General Hospital,2,https://orcid.org/0000-0001-8423-5891,147
https://openalex.org/A5044863989,Desmond Schatz,University of Florida,1,https://orcid.org/0000-0002-1044-5762,74
https://openalex.org/A5023814642,Viral N. Shah,University of Colorado Denver,2,https://orcid.org/0000-0002-3827-7107,147
https://openalex.org/A5076715530,Jennifer L. Sherr,Yale University,2,https://orcid.org/0000-0001-9301-3043,147
https://openalex.org/A5017897624,Gregg D. Simonson,HealthPartners,2,https://orcid.org/0000-0001-5561-2547,147
https://openalex.org/A5047405753,R. Paul Wadwa,University of Colorado Denver,1,https://orcid.org/0000-0002-4139-2122,74
https://openalex.org/A5109527896,Candice Ward,Cambridge University Hospitals NHS Foundation Trust,1,,74
https://openalex.org/A5045100820,Stuart A. Weinzimer,Yale University,1,https://orcid.org/0000-0002-7768-5189,74
https://openalex.org/A5003285357,Emma G. Wilmot,University Hospitals of Derby and Burton NHS Foundation Trust,1,https://orcid.org/0000-0002-8698-6207,74
https://openalex.org/A5049778994,Tadej Battelino,University of Ljubljana,2,https://orcid.org/0000-0002-0273-4732,147
https://openalex.org/A5100766761,Wei Zhou,Broad Institute,1,https://orcid.org/0000-0001-7719-0859,99
https://openalex.org/A5013139956,Masahiro Kanai,Massachusetts General Hospital,1,https://orcid.org/0000-0001-5165-4408,99
https://openalex.org/A5076554831,Kuan-Han Wu,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0001-7872-3485,99
https://openalex.org/A5004532085,Humaira Rasheed,University of Bristol,1,https://orcid.org/0000-0002-3331-5864,99
https://openalex.org/A5083176551,Kristin Tsuo,Massachusetts General Hospital,1,https://orcid.org/0000-0002-3558-8479,99
https://openalex.org/A5018897631,Jibril Hirbo,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-8932-7311,99
https://openalex.org/A5075598991,Ying Wang,Broad Institute,1,https://orcid.org/0000-0001-7808-6279,99
https://openalex.org/A5020870665,Arjun Bhattacharya,"University of California, Los Angeles",1,https://orcid.org/0000-0003-1196-4385,99
https://openalex.org/A5015882681,Huiling Zhao,University of Bristol,1,https://orcid.org/0000-0002-8816-2447,99
https://openalex.org/A5038075363,Shinichi Namba,Osaka University,1,https://orcid.org/0000-0002-7486-3146,99
https://openalex.org/A5024138963,Ida Surakka,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-6669-5541,99
https://openalex.org/A5091351708,Brooke N. Wolford,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0003-3153-1552,99
https://openalex.org/A5045952217,Valeria Lo Faro,Science for Life Laboratory,1,https://orcid.org/0000-0003-4931-7327,99
https://openalex.org/A5032690487,Esteban A. Lopera-Maya,University of Groningen,1,https://orcid.org/0000-0001-5862-3938,99
https://openalex.org/A5040009199,Kristi Läll,University of Tartu,1,https://orcid.org/0000-0002-9161-4694,99
https://openalex.org/A5024913980,Marie-Julie Favé,Ontario Institute for Cancer Research,1,https://orcid.org/0000-0002-9121-7584,99
https://openalex.org/A5020860752,Juulia Partanen,Institute for Molecular Medicine Finland,1,https://orcid.org/0000-0002-4012-808X,99
https://openalex.org/A5089179958,Sinéad B. Chapman,Broad Institute,1,https://orcid.org/0000-0002-9454-2737,99
https://openalex.org/A5112934027,Juha Karjalainen,Institute for Molecular Medicine Finland,1,,99
https://openalex.org/A5017396611,Mitja Kurki,Finland University,1,https://orcid.org/0000-0002-6010-8617,99
https://openalex.org/A5060730492,Mutaamba Maasha,Finland University,1,,99
https://openalex.org/A5081189884,Ben Brumpton,St Olav's University Hospital,1,https://orcid.org/0000-0002-3058-1059,99
https://openalex.org/A5101456158,Tzu‐Ting Chen,National Health Research Institutes,1,https://orcid.org/0000-0001-5669-9066,99
https://openalex.org/A5034948133,Michelle Daya,University of Colorado Anschutz Medical Campus,1,https://orcid.org/0000-0002-9057-6593,99
https://openalex.org/A5002446630,Yi Ding,Massachusetts General Hospital,1,https://orcid.org/0000-0003-3595-2493,99
https://openalex.org/A5000252117,Yen‐Chen Anne Feng,National Taiwan University,1,https://orcid.org/0000-0003-2116-3645,99
https://openalex.org/A5082827866,Lindsay Guare,University of Pennsylvania,1,https://orcid.org/0000-0001-6988-5319,99
https://openalex.org/A5086266728,Christopher R. Gignoux,University of Colorado Anschutz Medical Campus,1,https://orcid.org/0000-0001-9728-6567,99
https://openalex.org/A5043987277,Sarah E. Graham,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0003-1271-2489,99
https://openalex.org/A5091436744,Whitney Hornsby,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-0672-0338,99
https://openalex.org/A5001163211,Nathan Ingold,QIMR Berghofer Medical Research Institute,1,https://orcid.org/0000-0002-9668-6275,99
https://openalex.org/A5079381171,Said I. Ismail,Qatar Foundation,1,https://orcid.org/0000-0002-8425-4010,99
https://openalex.org/A5085661576,Ruth Johnson,"University of California, Los Angeles",1,https://orcid.org/0000-0002-1929-0998,99
https://openalex.org/A5042176597,Triin Laisk,University of Tartu,1,https://orcid.org/0000-0003-1501-9030,99
https://openalex.org/A5101550261,Kuang Lin,University of Bristol,1,https://orcid.org/0000-0003-3017-6026,99
https://openalex.org/A5101814934,Jun Lv,"University of California, Los Angeles",1,https://orcid.org/0000-0002-4546-535X,99
https://openalex.org/A5057853321,Iona Y. Millwood,University of Oxford,1,https://orcid.org/0000-0002-0807-0682,99
https://openalex.org/A5089552643,Sonia Moreno–Grau,,1,https://orcid.org/0000-0001-8072-6028,99
https://openalex.org/A5019811423,Kisung Nam,Osaka University,1,https://orcid.org/0000-0002-7317-092X,99
https://openalex.org/A5066237538,Priit Palta,Institute for Molecular Medicine Finland,1,https://orcid.org/0000-0001-9320-7008,99
https://openalex.org/A5047194167,Anita Pandit,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0001-5474-0993,99
https://openalex.org/A5046801240,Chadi Saad,Qatar Foundation,1,https://orcid.org/0000-0001-6963-9126,99
https://openalex.org/A5023838189,Shefali Setia-Verma,University of Pennsylvania,1,,99
https://openalex.org/A5048586856,Unnur Þorsteinsdóttir,deCODE Genetics (Iceland),1,https://orcid.org/0000-0002-7049-2827,99
https://openalex.org/A5081250144,Jasmina Uzunović,Ontario Institute for Cancer Research,1,https://orcid.org/0000-0002-7029-4599,99
https://openalex.org/A5012994745,Anurag Verma,Philadelphia VA Medical Center,2,https://orcid.org/0000-0002-5063-9107,186
https://openalex.org/A5007175181,Matthew Zawistowski,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-3005-083X,99
https://openalex.org/A5102720820,Xue Zhong,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-7482-8471,99
https://openalex.org/A5025654002,Nahla Afifi,Qatar Foundation,1,https://orcid.org/0000-0002-3451-4910,99
https://openalex.org/A5000188372,Kawthar Al-Dabhani,Qatar Foundation,1,,99
https://openalex.org/A5110785982,Asma Al Thani,Qatar Foundation,1,,99
https://openalex.org/A5112494249,Yuki Bradford,University of Pennsylvania,1,,99
https://openalex.org/A5085854141,Kristy Crooks,University of Colorado Anschutz Medical Campus,1,https://orcid.org/0000-0001-8263-096X,99
https://openalex.org/A5070838971,Geertruida H. de Bock,University Medical Center Groningen,1,https://orcid.org/0000-0003-3104-4471,99
https://openalex.org/A5082890040,Scott M. Damrauer,Michigan Medicine,3,https://orcid.org/0000-0001-8009-1632,241
https://openalex.org/A5076667868,Nicholas J. Douville,Bank of Korea,1,https://orcid.org/0000-0003-0997-6272,99
https://openalex.org/A5069990324,Sarah Finer,Bank of Korea,1,https://orcid.org/0000-0002-2684-4653,99
https://openalex.org/A5006257131,Lars G. Fritsche,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-2110-1690,99
https://openalex.org/A5067483125,Eleni Fthenou,Qatar Foundation,1,,99
https://openalex.org/A5084894784,Gilberto Gonzalez-Arroyo,,1,https://orcid.org/0000-0002-1265-7662,99
https://openalex.org/A5006626387,Chris Griffiths,Bank of Korea,1,https://orcid.org/0000-0001-7935-8694,99
https://openalex.org/A5103225339,Yu Guo,Bank of Korea,1,https://orcid.org/0000-0003-4254-1596,99
https://openalex.org/A5109355576,Karen A. Hunt,Bank of Korea,1,,99
https://openalex.org/A5010394714,Alexander Ioannidis,Stanford University,1,,99
https://openalex.org/A5003574809,Nomdo M. Jansonius,University of Groningen,1,https://orcid.org/0000-0002-6495-6568,99
https://openalex.org/A5063293057,Takahiro Konuma,Osaka University,1,,99
https://openalex.org/A5088017777,Ming Ta Michael Lee,,1,https://orcid.org/0000-0003-2510-8977,99
https://openalex.org/A5070273615,Arturo Lopez-Pineda,,1,,99
https://openalex.org/A5076904664,Yuta Matsuda,NewLink Genetics (United States),1,,99
https://openalex.org/A5066436360,Riccardo E. Marioni,Edinburgh Cancer Research,1,https://orcid.org/0000-0003-4430-4260,99
https://openalex.org/A5063147646,Babak Moatamed,,1,,99
https://openalex.org/A5068112848,Marco A. Nava-Aguilar,,1,https://orcid.org/0000-0001-9510-6198,99
https://openalex.org/A5045120586,Kensuke Numakura,NewLink Genetics (United States),1,,99
https://openalex.org/A5083444172,Snehal Patil,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-5362-5341,99
https://openalex.org/A5011843869,Nicholas Rafaels,University of Colorado Anschutz Medical Campus,1,https://orcid.org/0000-0002-2024-629X,99
https://openalex.org/A5017697537,Anne Richmond,MRC Institute of Genetics and Molecular Medicine,1,https://orcid.org/0000-0002-9504-510X,99
https://openalex.org/A5086249694,Agustin Rojas‐Muñoz,,1,https://orcid.org/0000-0001-7594-0599,99
https://openalex.org/A5074510457,Jonathan Shortt,University of Colorado Anschutz Medical Campus,1,https://orcid.org/0000-0002-7980-5420,99
https://openalex.org/A5069790908,Péter Straub,Vanderbilt University Medical Center,1,https://orcid.org/0009-0009-9693-8207,99
https://openalex.org/A5087325326,Ran Tao,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-1106-2923,99
https://openalex.org/A5037475835,Brett Vanderwerff,Bank of Korea,1,,99
https://openalex.org/A5084992952,Manvi Vernekar,NewLink Genetics (United States),1,,99
https://openalex.org/A5004802721,Yogasudha Veturi,University of Pennsylvania,1,https://orcid.org/0000-0002-5878-2960,99
https://openalex.org/A5089844188,Marike Boezen,University Medical Center Groningen,1,,99
https://openalex.org/A5035223725,Chia‐Yen Chen,Biogen (United States),1,https://orcid.org/0000-0001-9548-5597,99
https://openalex.org/A5012477767,Judy H. Cho,Icahn School of Medicine at Mount Sinai,1,https://orcid.org/0000-0002-7959-0466,99
https://openalex.org/A5013184354,George Davey Smith,University of Bristol,1,https://orcid.org/0000-0002-1407-8314,99
https://openalex.org/A5021444806,Hilary K. Finucane,Massachusetts General Hospital,1,https://orcid.org/0000-0003-3864-9828,99
https://openalex.org/A5082560822,Lude Franke,University of Groningen,1,https://orcid.org/0000-0002-5159-8802,99
https://openalex.org/A5091036407,Eric R. Gamazon,Vanderbilt University Medical Center,1,https://orcid.org/0000-0003-4204-8734,99
https://openalex.org/A5073500794,Andrea Ganna,Massachusetts General Hospital,1,https://orcid.org/0000-0002-8147-240X,99
https://openalex.org/A5036589831,Tom R. Gaunt,University of Bristol,1,https://orcid.org/0000-0003-0924-3247,99
https://openalex.org/A5032711494,Tian Ge,deCODE Genetics (Iceland),1,https://orcid.org/0000-0003-4785-4444,99
https://openalex.org/A5026771827,Hailiang Huang,Massachusetts General Hospital,1,https://orcid.org/0000-0003-1461-5762,99
https://openalex.org/A5040023971,Christopher Chamberland,California Institute of Technology,1,https://orcid.org/0000-0003-3239-5783,15
https://openalex.org/A5016945729,Kyungjoo Noh,,1,https://orcid.org/0000-0002-6318-8472,15
https://openalex.org/A5031946612,Patricio Arrangoiz-Arriola,,1,,15
https://openalex.org/A5102819310,Earl T. Campbell,,1,https://orcid.org/0000-0002-5627-0021,15
https://openalex.org/A5058369122,Connor T. Hann,Yale University,1,https://orcid.org/0000-0003-0665-7161,15
https://openalex.org/A5026054597,Joseph K. Iverson,,1,https://orcid.org/0000-0003-4665-8839,15
https://openalex.org/A5027882429,Harald Putterman,,1,https://orcid.org/0000-0002-5841-181X,15
https://openalex.org/A5036112869,Thomas C. Bohdanowicz,California Institute of Technology,1,,15
https://openalex.org/A5007129549,Steven T. Flammia,,1,https://orcid.org/0000-0002-3975-0226,15
https://openalex.org/A5083077330,Andrew J. Keller,,1,https://orcid.org/0000-0003-3030-1149,15
https://openalex.org/A5073766057,Gil Refael,California Institute of Technology,1,,15
https://openalex.org/A5061874000,John Preskill,California Institute of Technology,1,https://orcid.org/0000-0002-2421-4762,15
https://openalex.org/A5068826612,Liang Jiang,University of Chicago,1,https://orcid.org/0000-0002-0000-9342,15
https://openalex.org/A5067600960,Amir H. Safavi-Naeini,Stanford University,1,https://orcid.org/0000-0001-6176-1274,15
https://openalex.org/A5108167374,Oskar Painter,California Institute of Technology,1,https://orcid.org/0000-0002-1581-9209,15
https://openalex.org/A5030940558,Fernando G. S. L. Brandão,California Institute of Technology,1,https://orcid.org/0000-0003-3866-9378,15
https://openalex.org/A5051366494,Ying Jiang,Nanyang Technological University,1,https://orcid.org/0000-0001-5628-1727,24
https://openalex.org/A5039223009,Shaobo Ji,Nanyang Technological University,1,https://orcid.org/0000-0002-6333-3561,24
https://openalex.org/A5101790868,Jing Sun,Shenzhen Institutes of Advanced Technology,1,,24
https://openalex.org/A5071013421,Jianping Huang,Chinese Academy of Sciences,1,,24
https://openalex.org/A5101619684,Yuanheng Li,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0002-7095-7276,24
https://openalex.org/A5017301528,Guijin Zou,"Agency for Science, Technology and Research",1,https://orcid.org/0000-0003-0047-7012,24
https://openalex.org/A5008097910,Teddy Salim,Nanyang Technological University,1,https://orcid.org/0000-0002-8912-4717,24
https://openalex.org/A5062937287,Changxian Wang,Nanyang Technological University,1,https://orcid.org/0000-0003-0240-1257,24
https://openalex.org/A5100425951,Wenlong Li,"Agency for Science, Technology and Research",1,https://orcid.org/0000-0003-0729-0357,24
https://openalex.org/A5036251446,Haoran Jin,Nanyang Technological University,1,https://orcid.org/0000-0002-9412-3946,24
https://openalex.org/A5033793189,Jie Xu,Stanford University,1,https://orcid.org/0000-0001-7842-5496,24
https://openalex.org/A5064222985,Sihong Wang,Stanford University,1,https://orcid.org/0000-0002-3611-0004,24
https://openalex.org/A5029544498,Ting Lei,Stanford University,1,https://orcid.org/0000-0001-8190-9483,24
https://openalex.org/A5081858579,Wendy Yen Xian Peh,National University of Singapore,1,https://orcid.org/0000-0002-1016-0935,24
https://openalex.org/A5040456855,Shih‐Cheng Yen,National University of Singapore,1,https://orcid.org/0000-0001-7723-0072,24
https://openalex.org/A5073902337,Zhihua Liu,Institute of Materials Research and Engineering,1,https://orcid.org/0000-0001-6712-7717,24
https://openalex.org/A5053430584,Mei Yu,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0001-7952-6344,24
https://openalex.org/A5101523926,Hang Zhao,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0001-6336-5208,24
https://openalex.org/A5018155493,Zechao Lu,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0002-8815-819X,24
https://openalex.org/A5100636088,Guanglin Li,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0001-9016-2617,24
https://openalex.org/A5100373719,Xiaodong Chen,Nanyang Technological University,1,https://orcid.org/0000-0002-3312-1664,24
https://openalex.org/A5084723768,Mina K. Chung,Cleveland Clinic,1,,59
https://openalex.org/A5039541572,Kristen K. Patton,University of Washington,1,https://orcid.org/0000-0002-9034-6966,59
https://openalex.org/A5004139461,Chu‐Pak Lau,University of Hong Kong,1,https://orcid.org/0000-0002-3526-8950,59
https://openalex.org/A5062109462,Alexander Romeno Janner Dal Forno,,1,,59
https://openalex.org/A5084326780,Sana M. Al‐Khatib,Duke Medical Center,1,https://orcid.org/0000-0002-3561-0146,59
https://openalex.org/A5024903506,Vanita Arora,Indraprastha Apollo Hospitals,1,https://orcid.org/0000-0003-1025-9609,59
https://openalex.org/A5028585204,Ulrika Birgersdotter‐Green,"University of California, San Diego",1,https://orcid.org/0000-0002-0473-1826,59
https://openalex.org/A5011432597,Yong‐Mei Cha,Mayo Clinic,1,,59
https://openalex.org/A5009365214,Eugene H. Chung,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-7514-627X,59
https://openalex.org/A5052231570,Edmond M. Cronin,Temple University,1,https://orcid.org/0000-0001-5824-9106,59
https://openalex.org/A5029926431,Anne B. Curtis,"University at Buffalo, State University of New York",1,https://orcid.org/0000-0002-9115-8051,59
https://openalex.org/A5090813706,Iwona Cygankiewicz,Medical University of Lodz,1,https://orcid.org/0000-0003-3006-311X,59
https://openalex.org/A5002208427,Gopi Dandamudi,Franciscan Health,1,,59
https://openalex.org/A5038508528,Anne M. Dubin,Stanford University,1,https://orcid.org/0000-0002-3786-1408,59
https://openalex.org/A5091984583,Douglas P. Ensch,Cleveland Clinic,1,,59
https://openalex.org/A5070161365,Taya V. Glotzer,Hackensack Meridian Health,1,https://orcid.org/0000-0001-5286-2612,59
https://openalex.org/A5010939026,Michael R. Gold,Medical University of South Carolina,1,https://orcid.org/0000-0002-4579-0216,59
https://openalex.org/A5047776139,Zachary D. Goldberger,University of Wisconsin–Madison,1,https://orcid.org/0000-0002-0213-1480,59
https://openalex.org/A5075528598,Rakesh Gopinathannair,Heart Rhythm Society,1,https://orcid.org/0000-0003-4611-3687,59
https://openalex.org/A5038677955,Eiran Z. Gorodeski,University School,1,https://orcid.org/0000-0003-3756-8831,59
https://openalex.org/A5066169895,Alejandra Gutiérrez,University of Minnesota System,1,https://orcid.org/0000-0002-2022-6045,59
https://openalex.org/A5072448609,Juan C. Guzmán,McMaster University,1,https://orcid.org/0000-0002-5788-1553,59
https://openalex.org/A5007767899,Weijian Huang,Wenzhou Medical University,1,https://orcid.org/0000-0003-2958-134X,59
https://openalex.org/A5033519431,Peter B. Imrey,Case Western Reserve University,1,https://orcid.org/0000-0002-0533-4603,59
https://openalex.org/A5028475616,Julia H. Indik,University of Arizona,1,https://orcid.org/0000-0002-9279-4746,59
https://openalex.org/A5001937416,Saima Karim,MetroHealth Medical Center,1,https://orcid.org/0000-0001-6252-2400,59
https://openalex.org/A5024207460,Peter P. Karpawich,Children's Hospital of Michigan,1,https://orcid.org/0000-0002-2278-9167,59
https://openalex.org/A5005781762,Yaariv Khaykin,Southlake Regional Health Center,1,https://orcid.org/0000-0001-8649-0909,59
https://openalex.org/A5033552332,Erich L. Kiehl,Sentara Norfolk General Hospital,1,,59
https://openalex.org/A5009240295,Jordana Kron,Virginia Commonwealth University,1,https://orcid.org/0000-0002-3397-0535,59
https://openalex.org/A5055217700,Valentina Kutyifa,University of Rochester Medical Center,1,,59
https://openalex.org/A5061856321,Mark S. Link,The University of Texas Southwestern Medical Center,1,https://orcid.org/0000-0001-5277-9296,59
https://openalex.org/A5017367861,Joseph E. Marine,Johns Hopkins Medicine,1,https://orcid.org/0000-0001-5035-5342,59
https://openalex.org/A5086624399,Wilfried Müllens,Ziekenhuis Oost-Limburg,1,https://orcid.org/0000-0001-9995-8590,59
https://openalex.org/A5065417122,Seung‐Jung Park,Samsung Medical Center,1,https://orcid.org/0000-0003-3288-0594,59
https://openalex.org/A5039188388,Ratika Parkash,Queen Elizabeth II Health Sciences Centre,1,https://orcid.org/0000-0001-7630-7795,59
https://openalex.org/A5057996284,Manuel Patete,,1,https://orcid.org/0000-0002-2267-6744,59
https://openalex.org/A5050419482,Rajeev K. Pathak,Canberra Hospital,1,https://orcid.org/0000-0002-7391-6867,59
https://openalex.org/A5013556085,Carlos A. Perona,Hospital Donación Francisco Santojanni,1,,59
https://openalex.org/A5106670979,John Rickard,Cleveland Clinic,1,https://orcid.org/0000-0002-1559-0803,59
https://openalex.org/A5110712011,Mark H. Schoenfeld,Yale University,1,,59
https://openalex.org/A5005400860,Swee‐Chong Seow,National University Hospital,1,https://orcid.org/0000-0001-7856-0620,59
https://openalex.org/A5010500199,Win‐Kuang Shen,Mayo Clinic Hospital,1,https://orcid.org/0000-0003-1915-9815,59
https://openalex.org/A5019548316,Morio Shoda,Tokyo Women's Medical University,1,https://orcid.org/0000-0002-1772-6823,59
https://openalex.org/A5022861745,Jagmeet P. Singh,Massachusetts General Hospital,1,https://orcid.org/0000-0002-2724-529X,59
https://openalex.org/A5024025955,David J. Slotwiner,Weill Cornell Medicine,1,https://orcid.org/0000-0002-4130-0419,59
https://openalex.org/A5013472965,Arun Raghav Mahankali Sridhar,University of Washington,1,https://orcid.org/0000-0002-0608-5901,59
https://openalex.org/A5002860390,Uma N. Srivatsa,"University of California, Davis",1,https://orcid.org/0000-0003-0378-2346,59
https://openalex.org/A5087132752,Eric C. Stecker,Oregon Health & Science University,1,https://orcid.org/0000-0002-6162-9561,59
https://openalex.org/A5027892117,Tanyanan Tanawuttiwat,Indiana University – Purdue University Indianapolis,1,https://orcid.org/0000-0003-2664-6961,59
https://openalex.org/A5035023430,W.H. Wilson Tang,Cleveland Clinic,1,https://orcid.org/0000-0002-8335-735X,59
https://openalex.org/A5059695767,Carlos Andres Tapias,Institute of Cardiology,1,,59
https://openalex.org/A5007520572,Cynthia M. Tracy,George Washington University,1,https://orcid.org/0000-0002-3647-6444,59
https://openalex.org/A5101794005,Gaurav A. Upadhyay,University of Chicago,1,,59
https://openalex.org/A5036210507,Niraj Varma,Cleveland Clinic,1,https://orcid.org/0000-0003-2296-2596,59
https://openalex.org/A5048637744,Kevin Vernooy,Maastricht University,1,https://orcid.org/0000-0002-8818-5964,59
https://openalex.org/A5086904042,Pugazhendhi Vijayaraman,Geisinger Health System,1,https://orcid.org/0000-0003-2230-100X,59
https://openalex.org/A5039810521,Sarah Ann Worsnick,Geisinger Health System,1,,59
https://openalex.org/A5002121570,Wojciech Zaręba,University of Rochester Medical Center,1,https://orcid.org/0000-0003-4146-420X,59
https://openalex.org/A5038070724,Emily P. Zeitler,Dartmouth–Hitchcock Medical Center,1,https://orcid.org/0000-0002-4848-4775,59
https://openalex.org/A5031734050,J. Kenneth Tay,Stanford University,1,https://orcid.org/0000-0003-3046-1820,2
https://openalex.org/A5025803819,Balasubramanian Narasimhan,Stanford University,1,https://orcid.org/0000-0001-5852-7639,2
https://openalex.org/A5055502193,And﻿re﻿as Maercker,University of Zurich,1,https://orcid.org/0000-0001-6925-3266,6
https://openalex.org/A5015223705,Marylène Cloître,National Center for PTSD,2,https://orcid.org/0000-0001-8029-1570,15
https://openalex.org/A5062359366,Rahel Bachem,University of Zurich,1,https://orcid.org/0000-0002-9586-6020,6
https://openalex.org/A5041567886,Yolanda R. Schlumpf,University of Zurich,1,https://orcid.org/0000-0002-5754-2113,6
https://openalex.org/A5090483700,Brigitte Khoury,American University of Beirut,1,https://orcid.org/0000-0003-3283-2875,6
https://openalex.org/A5031836057,Caitlin Hitchcock,MRC Cognition and Brain Sciences Unit,1,https://orcid.org/0000-0002-2435-0713,6
https://openalex.org/A5109243043,Martin Bohus,Ruhr University Bochum,1,,6
https://openalex.org/A5082554849,David T. Miller,Boston Children's Hospital,2,https://orcid.org/0000-0003-1060-1945,14
https://openalex.org/A5043123384,Kristy Lee,University of North Carolina at Chapel Hill,2,https://orcid.org/0000-0002-8338-7989,14
https://openalex.org/A5087349100,Noura S. Abul‐Husn,Icahn School of Medicine at Mount Sinai,2,https://orcid.org/0000-0002-5179-1944,14
https://openalex.org/A5031879183,Laura M. Amendola,Illumina (United States),2,https://orcid.org/0000-0002-5506-6168,14
https://openalex.org/A5081904036,Kyle B. Brothers,University of Louisville,2,https://orcid.org/0000-0002-8550-9724,14
https://openalex.org/A5018722278,Wendy K. Chung,Columbia University,3,https://orcid.org/0000-0003-3438-5685,113
https://openalex.org/A5109083765,Allan Gordon,Northwestern University,3,https://orcid.org/0000-0002-2058-7289,95
https://openalex.org/A5032323740,Steven M. Harrison,Ambry Genetics (United States),2,https://orcid.org/0000-0002-9614-9111,14
https://openalex.org/A5011759320,Ray E. Hershberger,The Ohio State University,2,https://orcid.org/0000-0001-5683-6526,14
https://openalex.org/A5110366888,Carolyn Sue Richards,Oregon Health & Science University,1,,13
https://openalex.org/A5061602052,Douglas R. Stewart,Cancer Genetics (United States),2,https://orcid.org/0000-0001-8193-1488,14
https://openalex.org/A5088638156,Christa Lese Martin,Autism & Developmental Medicine Institute,2,https://orcid.org/0000-0002-8071-5780,14
https://openalex.org/A5039000139,Shan H. Siddiqi,Circuit Therapeutics (United States),1,https://orcid.org/0000-0002-0967-9289,3
https://openalex.org/A5059660895,Josef Parvizi,Stanford University,1,https://orcid.org/0000-0001-8520-7948,3
https://openalex.org/A5091678814,Michael Fox,Harvard University,1,https://orcid.org/0000-0001-8848-6399,3
https://openalex.org/A5072595126,Vinod Menon,Neurosciences Institute,1,https://orcid.org/0000-0003-1622-9857,0
https://openalex.org/A5061196407,Rhonda M. Cooper‐DeHoff,University of Florida,1,https://orcid.org/0000-0002-5198-130X,20
https://openalex.org/A5047851431,Mikko Niemi,University of Helsinki,1,https://orcid.org/0000-0003-4550-2189,20
https://openalex.org/A5049622640,Laura B. Ramsey,Cincinnati Children's Hospital Medical Center,2,https://orcid.org/0000-0001-6417-3961,34
https://openalex.org/A5111522955,E. Katriina Tarkiainen,Helsinki University Hospital,1,,20
https://openalex.org/A5011472777,Robert J. Straka,University of Minnesota,1,https://orcid.org/0000-0002-9541-7823,20
https://openalex.org/A5102966776,Li Gong,Stanford University,1,https://orcid.org/0000-0002-1739-8233,20
https://openalex.org/A5021831441,Sony Tuteja,University of Pennsylvania,1,https://orcid.org/0000-0001-7007-3289,20
https://openalex.org/A5106133886,Russell A. Wilke,University of South Dakota,1,,20
https://openalex.org/A5003137589,Mia Wadelius,Science for Life Laboratory,1,https://orcid.org/0000-0002-6368-2622,20
https://openalex.org/A5020730826,Eric Larson,University of South Dakota,1,https://orcid.org/0000-0003-2173-4321,20
https://openalex.org/A5016536778,Sook Wah Yee,"University of California, San Francisco",1,https://orcid.org/0000-0001-8121-8746,20
https://openalex.org/A5074148505,Ronald M. Krauss,"University of California, San Francisco",2,https://orcid.org/0000-0002-1238-3489,109
https://openalex.org/A5081583489,Richard M. Turner,University of Liverpool,1,https://orcid.org/0000-0002-7315-679X,20
https://openalex.org/A5003032006,Latha Palaniappan,Stanford University,2,https://orcid.org/0000-0002-1245-665X,46
https://openalex.org/A5081414468,Kathleen M. Giacomini,"University of California, San Francisco",1,https://orcid.org/0000-0001-8041-5430,20
https://openalex.org/A5039284929,Deepak Voora,Duke University,1,https://orcid.org/0000-0003-0015-5179,20
https://openalex.org/A5038916153,Catherine Tcheandjieu,VA Palo Alto Health Care System,2,https://orcid.org/0000-0001-9559-4339,144
https://openalex.org/A5035361085,Xiang Zhu,VA Palo Alto Health Care System,2,https://orcid.org/0000-0003-1134-6413,144
https://openalex.org/A5087910996,Austin T. Hilliard,VA Palo Alto Health Care System,1,https://orcid.org/0000-0002-1289-4377,81
https://openalex.org/A5082565112,Shoa L. Clarke,VA Palo Alto Health Care System,1,https://orcid.org/0000-0002-6592-1172,81
https://openalex.org/A5056942303,Valerio Napolioni,Università di Camerino,2,https://orcid.org/0000-0002-4378-6838,179
https://openalex.org/A5100734118,Shining Ma,Stanford University,1,https://orcid.org/0000-0003-4277-1308,81
https://openalex.org/A5100779090,Kyung Min Lee,VA Salt Lake City Healthcare System,2,https://orcid.org/0000-0001-8995-0448,144
https://openalex.org/A5072777068,Huaying Fang,Stanford University,1,https://orcid.org/0000-0002-7693-8260,81
