year,collaborating_institution,country,work_id
2020,Hôpital Edouard Herriot,FR,https://openalex.org/W3048299484
2020,University Medical Center Hamburg-Eppendorf,DE,https://openalex.org/W3048299484
2020,Universität Hamburg,DE,https://openalex.org/W3048299484
2020,University of Lausanne,CH,https://openalex.org/W3048299484
2020,University of Lausanne,CH,https://openalex.org/W3048299484
2020,Carolinas Medical Center,US,https://openalex.org/W3081688314
2020,Carolinas Medical Center,US,https://openalex.org/W3081688314
2020,Carolinas Medical Center,US,https://openalex.org/W3081688314
2020,Carolinas Medical Center,US,https://openalex.org/W3081688314
2020,Washington University in St. Louis,US,https://openalex.org/W3082944745
2020,Saint Louis University,US,https://openalex.org/W3082944745
2020,Carolinas Medical Center,US,https://openalex.org/W3082944745
2020,Washington University in St. Louis,US,https://openalex.org/W3082944745
2020,Washington University in St. Louis,US,https://openalex.org/W3082944745
2020,Indiana University – Purdue University Indianapolis,US,https://openalex.org/W3082944745
2020,Washington University in St. Louis,US,https://openalex.org/W3082944745
2020,Washington University in St. Louis,US,https://openalex.org/W3082944745
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Carolinas Medical Center,US,https://openalex.org/W3086232752
2020,Amsterdam Neuroscience,NL,https://openalex.org/W3093863220
2020,Carolinas Medical Center,US,https://openalex.org/W3093863220
2020,Amsterdam Neuroscience,NL,https://openalex.org/W3093863220
2020,Amsterdam Neuroscience,NL,https://openalex.org/W3093863220
2020,Vrije Universiteit Amsterdam,NL,https://openalex.org/W3093863220
2020,Carolinas Medical Center,US,https://openalex.org/W3093863220
2020,University of Bern,CH,https://openalex.org/W3093863220
2020,Amsterdam Neuroscience,NL,https://openalex.org/W3093863220
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Carolinas Medical Center,US,https://openalex.org/W3100088565
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Walter Reed National Military Medical Center,US,https://openalex.org/W3100088565
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W3106958081
2020,Carolinas Medical Center,US,https://openalex.org/W2997079084
2020,"California State University, Fresno",US,https://openalex.org/W2997079084
2020,"Rutgers, The State University of New Jersey",US,https://openalex.org/W2997079084
2020,Emory University,US,https://openalex.org/W2997079084
2020,Austin Hospital,AU,https://openalex.org/W2997079084
2020,Levine Cancer Institute,US,https://openalex.org/W2998479514
2020,Levine Cancer Institute,US,https://openalex.org/W2998479514
2020,Levine Cancer Institute,US,https://openalex.org/W2998479514
2020,Levine Cancer Institute,US,https://openalex.org/W2998479514
2020,Levine Cancer Institute,US,https://openalex.org/W2998479514
2020,Thomas Jefferson University,US,https://openalex.org/W3004697461
2020,Carolinas Medical Center,US,https://openalex.org/W3004697461
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,Carolinas Medical Center,US,https://openalex.org/W3007790826
2020,University of Kentucky,US,https://openalex.org/W3007790826
2020,Radboud University Nijmegen,NL,https://openalex.org/W3009112140
2020,Carolinas Medical Center,US,https://openalex.org/W3009112140
2020,Werner-Wicker-Klinik,DE,https://openalex.org/W3009112140
2020,Paracelsus Medical University,AT,https://openalex.org/W3009112140
2020,Klinikum rechts der Isar,DE,https://openalex.org/W3009112140
2020,Alberta Bone and Joint Health Institute,CA,https://openalex.org/W3010617878
2020,Alberta Bone and Joint Health Institute,CA,https://openalex.org/W3010617878
2020,Alberta Bone and Joint Health Institute,CA,https://openalex.org/W3010617878
2020,Alberta Bone and Joint Health Institute,CA,https://openalex.org/W3010617878
2020,University of Calgary,CA,https://openalex.org/W3010617878
2020,Carolinas Medical Center,US,https://openalex.org/W3010617878
2020,University of Calgary,CA,https://openalex.org/W3010617878
2020,Alberta Bone and Joint Health Institute,CA,https://openalex.org/W3010617878
2020,University of Calgary,CA,https://openalex.org/W3010617878
2020,Massachusetts General Hospital,US,https://openalex.org/W3012533339
2020,Massachusetts General Hospital,US,https://openalex.org/W3012533339
2020,Massachusetts General Hospital,US,https://openalex.org/W3012533339
2020,Carolinas Medical Center,US,https://openalex.org/W3012533339
2020,Massachusetts Eye and Ear Infirmary,US,https://openalex.org/W3012533339
2020,San Antonio Military Medical Center,US,https://openalex.org/W3013874205
2020,San Antonio Military Medical Center,US,https://openalex.org/W3013874205
2020,San Antonio Military Medical Center,US,https://openalex.org/W3013874205
2020,San Antonio Military Medical Center,US,https://openalex.org/W3013874205
2020,San Antonio Military Medical Center,US,https://openalex.org/W3013874205
2020,Carolinas Medical Center,US,https://openalex.org/W3020942099
2020,East Carolina University,US,https://openalex.org/W3020942099
2020,Carolinas Medical Center,US,https://openalex.org/W3020942099
2020,Carolinas Medical Center,US,https://openalex.org/W3020942099
2020,Carolinas Medical Center,US,https://openalex.org/W3020942099
2020,Atrium Medical Cente,US,https://openalex.org/W3020942099
2020,Carolinas Medical Center,US,https://openalex.org/W3020942099
2020,Upstate University Hospital,US,https://openalex.org/W3024534846
2020,SUNY Upstate Medical University,US,https://openalex.org/W3024534846
2020,SUNY Upstate Medical University,US,https://openalex.org/W3024534846
2020,Muscular Dystrophy Association,US,https://openalex.org/W3024534846
2020,Carolinas Medical Center,US,https://openalex.org/W3025865540
2020,Carolinas Medical Center,US,https://openalex.org/W3025865540
2020,Carolinas Medical Center,US,https://openalex.org/W3030601354
2020,Carolinas Medical Center,US,https://openalex.org/W3030601354
2020,University of Melbourne,AU,https://openalex.org/W3033579593
2020,"California State University, Fresno",US,https://openalex.org/W3033579593
2020,Carolinas Medical Center,US,https://openalex.org/W3033579593
2020,Public Health England,GB,https://openalex.org/W3033579593
2020,Johns Hopkins Hospital,US,https://openalex.org/W3033579593
2020,Hunter Holmes McGuire VA Medical Center,US,https://openalex.org/W3037794576
2020,Northwestern University,US,https://openalex.org/W3037794576
2020,Emory University,US,https://openalex.org/W3037794576
2020,Mayo Clinic in Arizona,US,https://openalex.org/W3037794576
2020,Mayo Clinic in Arizona,US,https://openalex.org/W3037794576
2020,University of Utah,US,https://openalex.org/W3037794576
2020,Dartmouth–Hitchcock Medical Center,US,https://openalex.org/W3037794576
2020,Washington University in St. Louis,US,https://openalex.org/W3037794576
2020,Cedars-Sinai Medical Center,US,https://openalex.org/W3037794576
2020,University of Queensland,AU,https://openalex.org/W3037794576
2020,Beaumont Health,US,https://openalex.org/W3037794576
2020,University of Calgary,CA,https://openalex.org/W3037794576
2020,Atlanta Gastroenterology Associates,US,https://openalex.org/W3037794576
2020,Columbia University Irving Medical Center,US,https://openalex.org/W3037794576
2020,McMaster University,CA,https://openalex.org/W3037794576
2020,University of Pennsylvania,US,https://openalex.org/W3037794576
2020,Kaiser Permanente,US,https://openalex.org/W3037794576
2020,"University of California, Los Angeles",US,https://openalex.org/W3037794576
2020,Mayo Clinic in Arizona,US,https://openalex.org/W3037794576
2020,Cedars-Sinai Medical Center,US,https://openalex.org/W3037794576
2020,VA Greater Los Angeles Healthcare System,US,https://openalex.org/W3037794576
2020,VA Center for Clinical Management Research,US,https://openalex.org/W3037794576
2020,Carolinas Medical Center,US,https://openalex.org/W3037794576
2020,VA Center for Clinical Management Research,US,https://openalex.org/W3037794576
2020,Mayo Clinic in Arizona,US,https://openalex.org/W3037794576
2020,University of Minnesota Medical Center,US,https://openalex.org/W3037794576
2020,University of Gothenburg,SE,https://openalex.org/W3037794576
2020,Cleveland Clinic,US,https://openalex.org/W3037794576
2020,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,MX,https://openalex.org/W3037794576
2020,Mayo Clinic in Arizona,US,https://openalex.org/W3037794576
2020,Cedars-Sinai Medical Center,US,https://openalex.org/W3037794576
2020,Jacksonville College,US,https://openalex.org/W3037794576
2020,Carolinas Medical Center,US,https://openalex.org/W3041782514
2020,Levine Children's Hospital,US,https://openalex.org/W3041782514
2020,Carolinas Medical Center,US,https://openalex.org/W3048348765
2020,Caris Life Sciences (United States),US,https://openalex.org/W3048348765
2020,University of Arizona Cancer Center,,https://openalex.org/W3048348765
2020,Levine Cancer Institute,US,https://openalex.org/W3048348765
2020,Carolinas Medical Center,US,https://openalex.org/W3048348765
2020,Carolinas Medical Center,US,https://openalex.org/W3048348765
2020,Carolinas Medical Center,US,https://openalex.org/W3048348765
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Carolinas Medical Center,US,https://openalex.org/W3082257023
2020,Boston Medical Center,US,https://openalex.org/W3084058004
2020,Boston Medical Center,US,https://openalex.org/W3084058004
2020,Vanderbilt University Medical Center,US,https://openalex.org/W3084058004
2020,Orthopaedic Associates of Michigan,US,https://openalex.org/W3084058004
2020,Eskenazi Health Foundation,US,https://openalex.org/W3084058004
2020,New York University Langone Orthopedic Hospital,US,https://openalex.org/W3084058004
2020,OrthoGeorgia,US,https://openalex.org/W3084058004
2020,Carolinas Medical Center,US,https://openalex.org/W3084058004
2020,Hennepin County Medical Center,US,https://openalex.org/W3084058004
2020,Inova Fairfax Hospital,US,https://openalex.org/W3084058004
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Carolinas Medical Center,US,https://openalex.org/W3090105940
2020,Wingate University,US,https://openalex.org/W3090232203
2020,Carolinas Medical Center,US,https://openalex.org/W3093018117
2020,University of North Carolina at Chapel Hill,US,https://openalex.org/W3093018117
2020,Carolina Neurosurgery and Spine Associates,US,https://openalex.org/W3093018117
2020,Carolina Neurosurgery and Spine Associates,US,https://openalex.org/W3093018117
2020,Radiology Associates,US,https://openalex.org/W3093018117
2020,Carolina Neurosurgery and Spine Associates,US,https://openalex.org/W3093018117
2020,Carolina Neurosurgery and Spine Associates,US,https://openalex.org/W3093018117
2020,Carolinas Medical Center,US,https://openalex.org/W3094567359
2020,Inova Fairfax Hospital,US,https://openalex.org/W3094567359
2020,Indiana University School of Medicine,,https://openalex.org/W3094567359
2020,Indiana University School of Medicine,,https://openalex.org/W3094567359
2020,Indiana University School of Medicine,,https://openalex.org/W3094567359
2020,University of Wisconsin–Madison,US,https://openalex.org/W3095419553
2020,Carolinas Medical Center,US,https://openalex.org/W3095419553
2020,Carolinas Medical Center,US,https://openalex.org/W3097229653
2020,Rush University Medical Center,US,https://openalex.org/W3097229653
2020,Rush University Medical Center,US,https://openalex.org/W3097229653
2020,Rush University Medical Center,US,https://openalex.org/W3097229653
2020,Rush University Medical Center,US,https://openalex.org/W3097229653
2020,Carolinas Medical Center,US,https://openalex.org/W3102365485
2020,Carolinas Medical Center,US,https://openalex.org/W3106912210
2020,Carolinas Medical Center,US,https://openalex.org/W3106912210
2020,Carolinas Medical Center,US,https://openalex.org/W3106912210
2020,Carolinas Medical Center,US,https://openalex.org/W3106912210
2020,Carolinas Medical Center,US,https://openalex.org/W3106912210
2021,University of Turin,IT,https://openalex.org/W3133034402
2021,University of Pennsylvania,US,https://openalex.org/W3133034402
2021,Carolinas Medical Center,US,https://openalex.org/W3133034402
2021,Eastern Virginia Medical School,US,https://openalex.org/W3133034402
2021,Université de Strasbourg,FR,https://openalex.org/W3133034402
2021,Université du Québec,CA,https://openalex.org/W3133034402
2021,Medtronic (Ireland),IE,https://openalex.org/W3133034402
2021,Cedars-Sinai Medical Center,US,https://openalex.org/W3133034402
2021,Carolinas Medical Center,US,https://openalex.org/W3135721535
2021,Carolinas Medical Center,US,https://openalex.org/W3135721535
2021,Atrium Medical Cente,US,https://openalex.org/W3135721535
2021,Carolinas Medical Center,US,https://openalex.org/W3135721535
2021,Atrium Medical Cente,US,https://openalex.org/W3135721535
2021,Carolinas Medical Center,US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136221623
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,Carolinas Medical Center,US,https://openalex.org/W3142085378
2021,University of North Carolina Health Care,US,https://openalex.org/W3145481630
2021,Carolinas Medical Center,US,https://openalex.org/W3145481630
2021,University of North Carolina Health Care,US,https://openalex.org/W3145481630
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,Carolinas Medical Center,US,https://openalex.org/W3164792747
2021,McGowan Institute for Regenerative Medicine,US,https://openalex.org/W3167860796
2021,Carolinas Medical Center,US,https://openalex.org/W3167860796
2021,Carolinas Medical Center,US,https://openalex.org/W3167860796
2021,Mirai Hospital,JP,https://openalex.org/W3167860796
2021,Medical University of Warsaw,PL,https://openalex.org/W3167860796
2021,University of Pittsburgh,US,https://openalex.org/W3167860796
2021,Carolinas Medical Center,US,https://openalex.org/W3179461686
2021,Atrium Medical Cente,US,https://openalex.org/W3179461686
2021,University of North Carolina at Chapel Hill,US,https://openalex.org/W3179461686
2021,Carolinas Medical Center,US,https://openalex.org/W3179461686
2021,University of Southern California,US,https://openalex.org/W3199071326
2021,San Francisco General Hospital,US,https://openalex.org/W3199071326
2021,University Medical Center,US,https://openalex.org/W3199071326
2021,Oregon Health & Science University,US,https://openalex.org/W3199071326
2021,Dalhousie University,CA,https://openalex.org/W3199071326
2021,Dignity Health,US,https://openalex.org/W3199071326
2021,MetroHealth,US,https://openalex.org/W3199071326
2021,San Francisco General Hospital,US,https://openalex.org/W3199071326
2021,San Francisco General Hospital,US,https://openalex.org/W3199071326
2021,Indiana University – Purdue University Indianapolis,US,https://openalex.org/W3199071326
2021,Vanderbilt University,US,https://openalex.org/W3199071326
2021,University of North Carolina at Charlotte,US,https://openalex.org/W3199071326
2021,Penn State Milton S. Hershey Medical Center,US,https://openalex.org/W3199071326
2021,Carolinas Medical Center,US,https://openalex.org/W3199071326
2021,MetroHealth,US,https://openalex.org/W3199071326
2021,Hennepin Healthcare Research Institute,US,https://openalex.org/W3199071326
2021,University of Oklahoma,US,https://openalex.org/W3199071326
2021,Boston Medical Center,US,https://openalex.org/W3199071326
2021,Hennepin Healthcare Research Institute,US,https://openalex.org/W3199071326
2021,San Francisco General Hospital,US,https://openalex.org/W3199071326
2021,University of Florida,US,https://openalex.org/W3204166470
2021,University of Tennessee Health Science Center,US,https://openalex.org/W3204166470
2021,University of Miami,US,https://openalex.org/W3204166470
2021,Carolinas Medical Center,US,https://openalex.org/W3204166470
2021,University of Florida,US,https://openalex.org/W3204166470
2021,University of Florida,US,https://openalex.org/W3204166470
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Morehouse School of Medicine,US,https://openalex.org/W3204431008
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Carolinas Medical Center,US,https://openalex.org/W3204431008
2021,Albany Medical Center Hospital,US,https://openalex.org/W3211724296
2021,The Rogosin Institute,US,https://openalex.org/W3211724296
2021,PAX Scientific (United States),US,https://openalex.org/W3211724296
2021,Carolinas Medical Center,US,https://openalex.org/W3211724296
2021,University of North Carolina Hospitals,US,https://openalex.org/W3211724296
2021,"University of California, Irvine",US,https://openalex.org/W4200146401
2021,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4200146401
2021,Wingate University,US,https://openalex.org/W4200146401
2021,Baylor College of Medicine,US,https://openalex.org/W4200146401
2021,Methodist Hospital,US,https://openalex.org/W4200289309
2021,Inova Fairfax Hospital,US,https://openalex.org/W4200289309
2021,University of Pittsburgh,US,https://openalex.org/W4200289309
2021,University of Pittsburgh,US,https://openalex.org/W4200289309
2021,Indiana University School of Medicine,,https://openalex.org/W4200289309
2021,Uniformed Services University of the Health Sciences,US,https://openalex.org/W4200289309
2021,University of Pittsburgh,US,https://openalex.org/W4200289309
2021,Henry M. Jackson Foundation,US,https://openalex.org/W4200289309
2021,Henry M. Jackson Foundation,US,https://openalex.org/W4200289309
2021,Indiana University School of Medicine,,https://openalex.org/W4200289309
2021,Harborview Medical Center,US,https://openalex.org/W4200289309
2021,University of Southern California,US,https://openalex.org/W4200289309
2021,"University of Maryland, Baltimore",US,https://openalex.org/W4200289309
2021,University of Kentucky,US,https://openalex.org/W4200289309
2021,Vanderbilt University Medical Center,US,https://openalex.org/W4200289309
2021,Carolinas Medical Center,US,https://openalex.org/W4200289309
2021,Indiana University Health,US,https://openalex.org/W4200289309
2021,Johns Hopkins University,US,https://openalex.org/W4200289309
2021,Johns Hopkins University,US,https://openalex.org/W4200289309
2021,Johns Hopkins University,US,https://openalex.org/W4200289309
2020,Carolinas Medical Center,US,https://openalex.org/W4307583330
2020,Medical Decision Modeling (United States),US,https://openalex.org/W4307583330
2020,Myovant Sciences (United States),US,https://openalex.org/W4307583330
2020,Myovant Sciences (United States),US,https://openalex.org/W4307583330
2020,Myovant Sciences (United States),US,https://openalex.org/W4307583330
2022,Carolinas Medical Center,US,https://openalex.org/W4200342301
2022,Wright State University,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Maimonides Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Carolinas Medical Center,US,https://openalex.org/W4210836024
2022,Western University,CA,https://openalex.org/W4220960228
2022,University of Utah,US,https://openalex.org/W4220960228
2022,Carolinas Medical Center,US,https://openalex.org/W4220960228
2022,Western University,CA,https://openalex.org/W4220960228
2022,Hospital for Sick Children,CA,https://openalex.org/W4220983981
2022,Hospital for Sick Children,CA,https://openalex.org/W4220983981
2022,Hospital for Sick Children,CA,https://openalex.org/W4220983981
2022,University of Colorado Denver,US,https://openalex.org/W4220983981
2022,The University of Texas Southwestern Medical Center,US,https://openalex.org/W4220983981
2022,Hospital for Sick Children,CA,https://openalex.org/W4220983981
2022,University of Calgary,CA,https://openalex.org/W4220983981
2022,Indiana University School of Medicine,,https://openalex.org/W4220983981
2022,Washington University in St. Louis,US,https://openalex.org/W4220983981
2022,Denver Health Medical Center,US,https://openalex.org/W4220983981
2022,Lehigh Valley Health Network,US,https://openalex.org/W4220983981
2022,Boston Children's Hospital,US,https://openalex.org/W4220983981
2022,The University of Texas Southwestern Medical Center,US,https://openalex.org/W4220983981
2022,University of Rochester Medical Center,US,https://openalex.org/W4220983981
2022,Oregon Health & Science University,US,https://openalex.org/W4220983981
2022,Spectrum Health,US,https://openalex.org/W4220983981
2022,Arkansas Children's Hospital,US,https://openalex.org/W4220983981
2022,SUNY Upstate Medical University,US,https://openalex.org/W4220983981
2022,"University of California, Davis",US,https://openalex.org/W4220983981
2022,University of Missouri–Kansas City,US,https://openalex.org/W4220983981
2022,University of Massachusetts Chan Medical School,US,https://openalex.org/W4220983981
2022,University of Utah,US,https://openalex.org/W4220983981
2022,University of Kentucky,US,https://openalex.org/W4220983981
2022,Carolinas Medical Center,US,https://openalex.org/W4220983981
2022,University of New Mexico,US,https://openalex.org/W4220983981
2022,Emory University,US,https://openalex.org/W4220983981
2022,Navamindradhiraj University,TH,https://openalex.org/W4220983981
2022,University of Houston,US,https://openalex.org/W4220983981
2022,University of Virginia,US,https://openalex.org/W4220983981
2022,Molecular Biology Consortium,US,https://openalex.org/W4220983981
2022,University of Mississippi Medical Center,US,https://openalex.org/W4220983981
2022,University of Pittsburgh,US,https://openalex.org/W4220983981
2022,American College of Medical Toxicology,US,https://openalex.org/W4220983981
2022,American College of Medical Toxicology,US,https://openalex.org/W4220983981
2022,The University of Texas Southwestern Medical Center,US,https://openalex.org/W4220983981
2022,Hospital for Sick Children,CA,https://openalex.org/W4220983981
2022,Carolinas Medical Center,US,https://openalex.org/W4224435905
2022,Carolinas Medical Center,US,https://openalex.org/W4224435905
2022,Carolinas Medical Center,US,https://openalex.org/W4224435905
2022,Carolinas Medical Center,US,https://openalex.org/W4224435905
2022,Carolinas Medical Center,US,https://openalex.org/W4226245917
2022,Carolinas Medical Center,US,https://openalex.org/W4226245917
2022,Carolinas Medical Center,US,https://openalex.org/W4226245917
2022,Levine Children's Hospital,US,https://openalex.org/W4226245917
2022,Carolinas Medical Center,US,https://openalex.org/W4226245917
2022,Levine Children's Hospital,US,https://openalex.org/W4226245917
2022,Levine Children's Hospital,US,https://openalex.org/W4226245917
2022,Carolinas Medical Center,US,https://openalex.org/W4226245917
2022,Louisiana State University,US,https://openalex.org/W4226434762
2022,Medical University of South Carolina,US,https://openalex.org/W4226434762
2022,Louisiana State University,US,https://openalex.org/W4226434762
2022,Louisiana State University,US,https://openalex.org/W4226434762
2022,Louisiana State University,US,https://openalex.org/W4226434762
2022,Carolinas Medical Center,US,https://openalex.org/W4226434762
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Mayo Clinic in Arizona,US,https://openalex.org/W4284884814
2022,Carolinas Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4284884814
2022,"University of California, San Diego",US,https://openalex.org/W4295203046
2022,Carolinas Medical Center,US,https://openalex.org/W4295203046
2022,Carolinas Medical Center,US,https://openalex.org/W4295203046
2022,Atrium Medical Cente,US,https://openalex.org/W4295939204
2022,Carolinas Medical Center,US,https://openalex.org/W4295939204
2022,University of Utah,US,https://openalex.org/W4296676381
2022,University of Utah,US,https://openalex.org/W4296676381
2022,University of Utah,US,https://openalex.org/W4296676381
2022,Harborview Medical Center,US,https://openalex.org/W4296676381
2022,University of Alabama,US,https://openalex.org/W4296676381
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4296676381
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4296676381
2022,Denver Health Medical Center,US,https://openalex.org/W4296676381
2022,University of Kansas Medical Center,US,https://openalex.org/W4296676381
2022,University of Kentucky,US,https://openalex.org/W4296676381
2022,Detroit Medical Center,US,https://openalex.org/W4296676381
2022,"Beaumont Hospital, Royal Oak",US,https://openalex.org/W4296676381
2022,St. Elizabeth's Medical Center,US,https://openalex.org/W4296676381
2022,Grady Memorial Hospital,US,https://openalex.org/W4296676381
2022,University of Iowa Hospitals and Clinics,US,https://openalex.org/W4296676381
2022,Banner - University Medical Center Tucson,US,https://openalex.org/W4296676381
2022,Thomas Jefferson University,US,https://openalex.org/W4296676381
2022,Santa Clara Valley Medical Center,US,https://openalex.org/W4296676381
2022,Washington University in St. Louis,US,https://openalex.org/W4296676381
2022,University of Pittsburgh Medical Center,US,https://openalex.org/W4296676381
2022,University of Pittsburgh Medical Center,US,https://openalex.org/W4296676381
2022,University of Tennessee at Chattanooga,US,https://openalex.org/W4296676381
2022,Tulane University,US,https://openalex.org/W4296676381
2022,"Rutgers, The State University of New Jersey",US,https://openalex.org/W4296676381
2022,Alameda Health System,US,https://openalex.org/W4296676381
2022,"University of California, San Francisco",US,https://openalex.org/W4296676381
2022,Carolinas Medical Center,US,https://openalex.org/W4296676381
2022,Hennepin County Medical Center,US,https://openalex.org/W4296676381
2022,Einstein Healthcare Network,US,https://openalex.org/W4296676381
2022,Lahey Medical Center,US,https://openalex.org/W4296676381
2022,University of Utah,US,https://openalex.org/W4296676381
2022,Morehouse School of Medicine,US,https://openalex.org/W4298121153
2022,Carolinas Medical Center,US,https://openalex.org/W4298121153
2022,Carolinas Medical Center,US,https://openalex.org/W4298121153
2022,Carolinas Medical Center,US,https://openalex.org/W4298121153
2022,Carolinas Medical Center,US,https://openalex.org/W4298121153
2022,Quality Research,US,https://openalex.org/W4308803116
2022,Washington University in St. Louis,US,https://openalex.org/W4308803116
2022,Washington University in St. Louis,US,https://openalex.org/W4308803116
2022,Saint Louis University,US,https://openalex.org/W4308803116
2022,University of Sheffield,GB,https://openalex.org/W4308803116
2022,Carolinas Medical Center,US,https://openalex.org/W4308803116
2022,Washington University in St. Louis,US,https://openalex.org/W4308803116
2022,Washington University in St. Louis,US,https://openalex.org/W4308803116
2022,Washington University in St. Louis,US,https://openalex.org/W4308803116
2022,Quality Research,US,https://openalex.org/W4308803116
